x1_épaule,x1_coude,x1_poignet,y1_épaule,y1_coude,y1_poignet,z1_épaule,z1_coude,z1_poignet,x2_épaule,x2_coude,x2_poignet,y2_épaule,y2_coude,y2_poignet,z2_épaule,z2_coude,z2_poignet
-2.5,-4.29351683266829,-6.98379208167074,0,-0.885040886589705,-2.21260221647426,0,0,-1.32756132988456,2.5,4.29351683266829,6.98379208167074,0,0.885040886589704,2.21260221647426,0,0,1.32756132988456
-2.5,-4.19620006342082,-6.74050015855204,0,-1.05967228181699,-2.64918070454247,0,0,-1.58950842272548,2.5,4.19620006342082,6.74050015855204,0,1.05967228181699,2.64918070454247,0,0,1.58950842272548
-2.5,-4.08193542382883,-6.45483855957208,0,-1.22371578188544,-3.0592894547136,0,0,-1.83557367282816,2.5,4.08193542382883,6.45483855957208,0,1.22371578188544,3.0592894547136,0,0,1.83557367282816
-2.5,-3.95186460840028,-6.1296615210007,0,-1.37553231836795,-3.43883079591987,0,0,-2.06329847755192,2.5,3.95186460840028,6.1296615210007,0,1.37553231836795,3.43883079591987,0,0,2.06329847755192
-2.5,-3.80728724172722,-5.76821810431806,0,-1.51360499061586,-3.78401247653964,0,0,-2.27040748592378,2.5,3.80728724172722,5.76821810431806,0,1.51360499061586,3.78401247653964,0,0,2.27040748592378
-2.5,-3.64964789306654,-5.37411973266634,0,-1.63655422212882,-4.09138555532205,0,0,-2.45483133319323,2.5,3.64964789306654,5.37411973266634,0,1.63655422212882,4.09138555532205,0,0,2.45483133319323
-2.5,-3.4805216426814,-4.9513041067035,0,-1.74315154482718,-4.35787886206794,0,0,-2.61472731724076,2.5,3.4805216426814,4.9513041067035,0,1.74315154482718,4.35787886206794,0,0,2.61472731724076
-2.5,-3.30159834415995,-4.50399586039988,0,-1.83233187349891,-4.58082968374727,0,0,-2.74849781024836,2.5,3.30159834415995,4.50399586039988,0,1.83233187349891,4.58082968374727,0,0,2.74849781024836
-2.5,-3.11466573995684,-4.0366643498921,0,-1.90320414777903,-4.75801036944758,0,0,-2.85480622166855,2.5,3.11466573995684,4.0366643498921,0,1.90320414777903,4.75801036944758,0,0,2.85480622166855
-2.5,-2.92159159886156,-3.5539789971539,0,-1.95506023533019,-4.88765058832549,0,0,-2.93259035299529,2.5,2.92159159886156,3.5539789971539,0,1.95506023533019,4.88765058832549,0,0,2.93259035299529
-2.5,-2.72430505387011,-3.06076263467527,0,-1.98738200726693,-4.96845501816732,0,0,-2.98107301090039,2.5,2.72430505387011,3.06076263467527,0,1.98738200726693,4.96845501816732,0,0,2.98107301090039
-2.5,-2.52477732692578,-2.56194331731445,0,-1.9998465151282,-4.9996162878205,0,0,-2.9997697726923,2.5,2.52477732692578,2.56194331731445,0,1.9998465151282,4.9996162878205,0,0,2.9997697726923
-2.5,-2.32500203312111,-2.06250508280276,0,-1.99232921767168,-4.9808230441792,0,0,-2.98849382650752,2.5,2.32500203312111,2.06250508280276,0,1.99232921767168,4.9808230441792,0,0,2.98849382650752
-2.5,-2.12697526115485,-1.56743815288712,0,-1.96490522524866,-4.91226306312166,0,0,-2.947357837873,2.5,2.12697526115485,1.56743815288712,0,1.96490522524866,4.91226306312166,0,0,2.947357837873
-2.5,-1.93267562907355,-1.08168907268387,0,-1.91784854932628,-4.79462137331569,0,0,-2.87677282398942,2.5,1.93267562907355,1.08168907268387,0,1.91784854932628,4.79462137331569,0,0,2.87677282398942
-2.5,-1.74404451457404,-0.610111286435095,0,-1.85162936465546,-4.62907341163866,0,0,-2.7774440469832,2.5,1.74404451457404,0.610111286435091,0,1.85162936465546,4.62907341163866,0,0,2.7774440469832
-2.5,-1.56296665739925,-0.157416643498115,0,-1.76690931144031,-4.41727327860077,0,0,-2.65036396716046,2.5,1.56296665739925,0.157416643498119,0,1.76690931144031,4.41727327860077,0,0,2.65036396716046
-2.5,-1.39125132764168,0.271871680895808,0,-1.6645348844478,-4.1613372111195,0,0,-2.4968023266717,2.5,1.39125132764168,-0.271871680895807,0,1.6645348844478,4.1613372111195,0,0,2.4968023266717
-2.5,-1.23061424811473,0.673464379713173,0,-1.54552897511197,-3.86382243777994,0,0,-2.31829346266796,2.5,1.23061424811473,-0.673464379713173,0,1.54552897511197,3.86382243777994,0,0,2.31829346266796
-2.5,-1.08266045141748,1.0433488714563,0,-1.41108065114078,-3.52770162785196,0,0,-2.11662097671118,2.5,1.08266045141748,-1.0433488714563,0,1.41108065114078,3.52770162785196,0,0,2.11662097671118
-2.5,-0.9488682429795,1.37782939255125,0,-1.26253327574464,-3.1563331893616,0,0,-1.89379991361696,2.5,0.948868242979499,-1.37782939255125,0,1.26253327574464,3.1563331893616,0,0,1.89379991361696
-2.5,-0.83057443032168,1.6735639241958,0,-1.10137108519528,-2.75342771298819,0,0,-1.65205662779291,2.5,0.830574430321682,-1.6735639241958,0,1.10137108519528,2.75342771298819,0,0,1.65205662779292
-2.5,-0.728960966117361,1.9275975847066,0,-0.929204358827513,-2.32301089706878,0,0,-1.39380653824127,2.5,0.728960966117361,-1.9275975847066,0,0.929204358827513,2.32301089706878,0,0,1.39380653824127
-2.5,-0.645043138511928,2.13739215372018,0,-0.747753329660472,-1.86938332415118,0,0,-1.12162999449071,2.5,0.645043138511928,-2.13739215372018,0,0.747753329660472,1.86938332415118,0,0,1.12162999449071
-2.5,-0.579659426699268,2.30085143325183,0,-0.558830996397852,-1.39707749099463,0,0,-0.838246494596778,2.5,0.579659426699268,-2.30085143325183,0,0.558830996397852,1.39707749099463,0,0,0.838246494596778
-2.5,-0.533463123114831,2.41634219221292,0,-0.36432500854419,-0.910812521360475,0,0,-0.546487512816285,2.5,0.53346312311483,-2.41634219221292,0,0.364325008544189,0.910812521360471,0,0,0.546487512816283
-2.5,-0.506915805953565,2.48271048511609,0,-0.166178805634993,-0.415447014087482,0,0,-0.249268208452489,2.5,0.506915805953565,-2.48271048511609,0,0.166178805634995,0.415447014087487,0,0,0.249268208452492
